Sample,X(ms) [18.06.2017 17:26:23 699 UTC],"M_beam_angle"[%MD24],"M_beam_angular_velocity"[%MD48],"M_beam_PWM_output"[%MW22]
147,1218.041820,0.172971397638321,0,-7
148,1226.880960,0.172971397638321,0,-7
149,1235.931460,0.172971397638321,0,-7
150,1244.447560,0.172971397638321,0,-7
151,1251.351120,0.172971397638321,0,-7
152,1258.269200,0.172971397638321,0,-7
153,1265.020080,0.172971397638321,0,-7
154,1272.312580,0.172971397638321,0,-7
155,1278.999640,0.172971397638321,0,-7
156,1285.915420,0.172971397638321,0,-7
157,1292.885580,0.172971397638321,0,-7
158,1300.430340,0.172971397638321,0,-7
159,1307.377920,0.172971397638321,0,-7
160,1314.278260,0.172971397638321,0,-7
161,1321.024860,0.172971397638321,0,-7
162,1328.385460,0.172971397638321,0,-7
163,1335.287120,0.172971397638321,0,-7
164,1342.384860,0.172971397638321,0,-7
165,1349.286840,0.172971397638321,0,-7
166,1358.490020,0.172971397638321,0,-7
167,1367.643720,0.172971397638321,0,-7
168,1376.522940,0.172971397638321,0,-7
169,1385.619440,0.172971397638321,0,-7
170,1394.031740,0.172971397638321,0,-7
171,1401.329120,0.172971397638321,0,-7
172,1408.312460,0.172971397638321,0,-7
173,1415.226260,0.172971397638321,0,-7
174,1422.406200,0.172971397638321,0,-7
175,1429.320140,0.172971397638321,0,-7
176,1436.420260,0.172971397638321,0,-7
177,1443.758260,0.172971397638321,0,-7
178,1450.636680,0.172971397638321,0,-7
179,1457.564640,0.172971397638321,0,-7
180,1464.524040,0.172971397638321,0,-7
181,1471.648800,0.172971397638321,0,-7
182,1479.869540,0.172971397638321,0,-7
183,1488.950740,0.172971397638321,0,-7
184,1497.647140,0.172971397638321,0,-7
185,1506.801680,0.172971397638321,0,-7
186,1515.398720,0.172971397638321,0,-7
187,1525.013420,0.172971397638321,0,-7
188,1533.748580,0.172971397638321,0,-7
189,1543.287220,0.172971397638321,0,-7
190,1551.903820,0.172971397638321,0,-7
191,1561.363540,0.172971397638321,0,-7
192,1569.982180,0.172971397638321,0,-7
193,1579.566900,0.172971397638321,0,-7
194,1588.029740,0.172971397638321,0,-7
195,1596.705720,0.172971397638321,0,-7
196,1605.862340,0.172971397638321,0,-7
197,1614.590460,0.172971397638321,0,-7
198,1622.069140,0.172971397638321,0,-7
199,1628.995000,0.172971397638321,0,-7
200,1635.934460,0.172971397638321,0,-7
201,1643.385120,0.172971397638321,0,-7
202,1650.307980,0.172971397638321,0,-7
203,1657.247400,0.172971397638321,0,-7
204,1664.002000,0.172971397638321,0,-7
205,1670.887240,0.172971397638321,0,-7
206,1678.246680,0.172971397638321,0,-7
